protid,Entry
AF-P0DQF0-F1-model_v4,P0DQF0
AF-P83082-F1-model_v4,P83082
AF-B7S4N9-F1-model_v4,B7S4N9
AF-B5KF96-F1-model_v4,B5KF96
AF-B3EWV1-F1-model_v4,B3EWV1
AF-P0DJQ2-F1-model_v4,P0DJQ2
AF-H2ER22-F1-model_v4,H2ER22
AF-Q2VBP6-F1-model_v4,Q2VBP6
AF-A0A7M4DUE8-F1-model_v4,A0A7M4DUE8
AF-B6DD41-F1-model_v4,B6DD41
AF-P0DJB8-F1-model_v4,P0DJB8
AF-Q1I172-F1-model_v4,Q1I172
AF-P0C1T9-F1-model_v4,P0C1T9
AF-Q3SB12-F1-model_v4,Q3SB12
AF-D2Y1Y2-F1-model_v4,D2Y1Y2
AF-P01476-F1-model_v4,P01476
AF-D2Y2D8-F1-model_v4,D2Y2D8
AF-P81790-F1-model_v4,P81790
AF-B1P1E9-F1-model_v4,B1P1E9
AF-C9EIC7-F1-model_v4,C9EIC7
AF-P81824-F1-model_v4,P81824
AF-P86522-F1-model_v4,P86522
AF-Q71RP9-F1-model_v4,Q71RP9
AF-J3RYA3-F1-model_v4,J3RYA3
AF-Q2PG81-F1-model_v4,Q2PG81
AF-D2Y2M3-F1-model_v4,D2Y2M3
AF-Q6ITB9-F1-model_v4,Q6ITB9
AF-P84809-F1-model_v4,P84809
AF-Q800F1-F1-model_v4,Q800F1
AF-A0A6G9KJK9-F1-model_v4,A0A6G9KJK9
AF-P10458-F1-model_v4,P10458
AF-B5KL34-F1-model_v4,B5KL34
AF-B6DCS9-F1-model_v4,B6DCS9
AF-A0A0P0CC97-F1-model_v4,A0A0P0CC97
AF-D3TTC2-F1-model_v4,D3TTC2
AF-P0DN11-F1-model_v4,P0DN11
AF-B0ZT25-F1-model_v4,B0ZT25
AF-B6DCZ2-F1-model_v4,B6DCZ2
AF-A6MFK5-F1-model_v4,A6MFK5
AF-P86716-F1-model_v4,P86716
AF-Q9BP84-F1-model_v4,Q9BP84
AF-C9E1S0-F1-model_v4,C9E1S0
AF-P0CC17-F1-model_v4,P0CC17
AF-L0GBR1-F1-model_v4,L0GBR1
AF-D2Y228-F1-model_v4,D2Y228
AF-Q7SZE0-F1-model_v4,Q7SZE0
AF-D2Y2G5-F1-model_v4,D2Y2G5
AF-Q4JHE2-F1-model_v4,Q4JHE2
AF-Q9PUG9-F1-model_v4,Q9PUG9
AF-B1P1F4-F1-model_v4,B1P1F4
AF-P0DMY6-F1-model_v4,P0DMY6
AF-P00986-F1-model_v4,P00986
AF-A0A5Q0MUT1-F1-model_v4,A0A5Q0MUT1
AF-A7RJ13-F1-model_v4,A7RJ13
AF-P0DL83-F1-model_v4,P0DL83
AF-P81882-F1-model_v4,P81882
AF-Q5K0D1-F1-model_v4,Q5K0D1
AF-Q9BPD2-F1-model_v4,Q9BPD2
AF-C0JB33-F1-model_v4,C0JB33
AF-P0DM57-F1-model_v4,P0DM57
AF-W4VS12-F1-model_v4,W4VS12
AF-C0JAX9-F1-model_v4,C0JAX9
AF-F6JWV2-F1-model_v4,F6JWV2
AF-P86804-F1-model_v4,P86804
AF-P01504-F1-model_v4,P01504
AF-B6DCP4-F1-model_v4,B6DCP4
AF-C7DQC2-F1-model_v4,C7DQC2
AF-P0C8S6-F1-model_v4,P0C8S6
AF-Q9U8D1-F1-model_v4,Q9U8D1
AF-P0DOZ2-F1-model_v4,P0DOZ2
AF-D2Y215-F1-model_v4,D2Y215
AF-Q5Q114-F1-model_v4,Q5Q114
AF-P81599-F1-model_v4,P81599
AF-Q5Y4Y4-F1-model_v4,Q5Y4Y4
AF-B6DCJ5-F1-model_v4,B6DCJ5
AF-Q0NZX8-F1-model_v4,Q0NZX8
AF-P0C577-F1-model_v4,P0C577
AF-Q4ZFU2-F1-model_v4,Q4ZFU2
AF-P69760-F1-model_v4,P69760
AF-P24644-F1-model_v4,P24644
AF-P0DQH1-F1-model_v4,P0DQH1
AF-P0CI54-F1-model_v4,P0CI54
AF-C0HKF6-F1-model_v4,C0HKF6
AF-A9XDG5-F1-model_v4,A9XDG5
AF-P59070-F1-model_v4,P59070
AF-C5H5D4-F1-model_v4,C5H5D4
AF-Q8QGR0-F1-model_v4,Q8QGR0
AF-B3EWX0-F1-model_v4,B3EWX0
AF-B0VXV6-F1-model_v4,B0VXV6
AF-C5J894-F1-model_v4,C5J894
AF-P85033-F1-model_v4,P85033
AF-I1VC85-F1-model_v4,I1VC85
AF-Q3HXY9-F1-model_v4,Q3HXY9
AF-A0A348G5W0-F1-model_v4,A0A348G5W0
AF-P07231-F1-model_v4,P07231
AF-A0A3G3C7U2-F1-model_v4,A0A3G3C7U2
AF-P62388-F1-model_v4,P62388
AF-P29187-F1-model_v4,P29187
AF-A7X3X0-F1-model_v4,A7X3X0
AF-P0DPE5-F1-model_v4,P0DPE5
AF-D4HRK7-F1-model_v4,D4HRK7
AF-A0A0B5AC86-F1-model_v4,A0A0B5AC86
AF-Q9NJC5-F1-model_v4,Q9NJC5
AF-C3W4R6-F1-model_v4,C3W4R6
AF-P0DJ32-F1-model_v4,P0DJ32
AF-P83257-F1-model_v4,P83257
AF-P0DSK5-F1-model_v4,P0DSK5
AF-P0CH80-F1-model_v4,P0CH80
AF-Q5UB45-F1-model_v4,Q5UB45
AF-O76200-F1-model_v4,O76200
AF-G1AS77-F1-model_v4,G1AS77
AF-P01388-F1-model_v4,P01388
AF-B6DD06-F1-model_v4,B6DD06
AF-O13059-F1-model_v4,O13059
AF-P82227-F1-model_v4,P82227
AF-Q2VBN0-F1-model_v4,Q2VBN0
AF-P0DJO4-F1-model_v4,P0DJO4
AF-A0A0F7YYV0-F1-model_v4,A0A0F7YYV0
AF-P0DP93-F1-model_v4,P0DP93
AF-D2Y499-F1-model_v4,D2Y499
AF-P0CJ12-F1-model_v4,P0CJ12
AF-P0DQB7-F1-model_v4,P0DQB7
AF-P35783-F1-model_v4,P35783
AF-Q9XYZ1-F1-model_v4,Q9XYZ1
AF-P84197-F1-model_v4,P84197
AF-A0A348G6I7-F1-model_v4,A0A348G6I7
AF-P0DJ94-F1-model_v4,P0DJ94
AF-Q3YEG0-F1-model_v4,Q3YEG0
AF-Q8JIG0-F1-model_v4,Q8JIG0
AF-A7X3R6-F1-model_v4,A7X3R6
AF-P0DKX1-F1-model_v4,P0DKX1
AF-K9USW8-F1-model_v4,K9USW8
AF-Q6X5T5-F1-model_v4,Q6X5T5
AF-P0DPU2-F1-model_v4,P0DPU2
AF-Q1ELU7-F1-model_v4,Q1ELU7
AF-A6YR37-F1-model_v4,A6YR37
AF-Q04669-F1-model_v4,Q04669
AF-P0DPW6-F1-model_v4,P0DPW6
AF-P51528-F1-model_v4,P51528
AF-A0A348G5V9-F1-model_v4,A0A348G5V9
AF-Q3YEE4-F1-model_v4,Q3YEE4
AF-P83301-F1-model_v4,P83301
AF-P59069-F1-model_v4,P59069
AF-S0F207-F1-model_v4,S0F207
AF-A0A3S9V8L9-F1-model_v4,A0A3S9V8L9
AF-P0CE82-F1-model_v4,P0CE82
AF-P86263-F1-model_v4,P86263
AF-P49371-F1-model_v4,P49371
AF-P0DQI8-F1-model_v4,P0DQI8
AF-B3EWP2-F1-model_v4,B3EWP2
AF-C7T184-F1-model_v4,C7T184
AF-Q9XZL4-F1-model_v4,Q9XZL4
AF-B6DD22-F1-model_v4,B6DD22
AF-P69499-F1-model_v4,P69499
AF-P61097-F1-model_v4,P61097
AF-M5BHN0-F1-model_v4,M5BHN0
AF-P86118-F1-model_v4,P86118
AF-P81243-F1-model_v4,P81243
AF-P60307-F1-model_v4,P60307
AF-Q27Q54-F1-model_v4,Q27Q54
AF-B1NWT4-F1-model_v4,B1NWT4
AF-Q3SAE7-F1-model_v4,Q3SAE7
AF-F8J2F5-F1-model_v4,F8J2F5
AF-A7X3Z4-F1-model_v4,A7X3Z4
AF-P83108-F1-model_v4,P83108
AF-P0DKP3-F1-model_v4,P0DKP3
AF-A0A6P3CW73-F1-model_v4,A0A6P3CW73
AF-P36987-F1-model_v4,P36987
AF-A0A3G1VU77-F1-model_v4,A0A3G1VU77
AF-P85017-F1-model_v4,P85017
AF-P0DQJ5-F1-model_v4,P0DQJ5
AF-P0CE24-F1-model_v4,P0CE24
AF-Q9BLM0-F1-model_v4,Q9BLM0
AF-P81397-F1-model_v4,P81397
AF-Q8T3T0-F1-model_v4,Q8T3T0
AF-P0DJG6-F1-model_v4,P0DJG6
AF-P01391-F1-model_v4,P01391
AF-P0C907-F1-model_v4,P0C907
AF-P82414-F1-model_v4,P82414
AF-P0C8X9-F1-model_v4,P0C8X9
AF-P0C553-F1-model_v4,P0C553
AF-P14421-F1-model_v4,P14421
AF-Q7SZD9-F1-model_v4,Q7SZD9
AF-D2Y231-F1-model_v4,D2Y231
AF-C0JAS6-F1-model_v4,C0JAS6
AF-C9E1R9-F1-model_v4,C9E1R9
AF-P83942-F1-model_v4,P83942
AF-Q8UUH8-F1-model_v4,Q8UUH8
AF-P84810-F1-model_v4,P84810
AF-Q6ITC0-F1-model_v4,Q6ITC0
AF-Q5W280-F1-model_v4,Q5W280
AF-B6DCR0-F1-model_v4,B6DCR0
AF-Q9PTA2-F1-model_v4,Q9PTA2
AF-P24331-F1-model_v4,P24331
AF-B5L5Q8-F1-model_v4,B5L5Q8
AF-O93517-F1-model_v4,O93517
AF-Q86QU3-F1-model_v4,Q86QU3
AF-A0A146B5A4-F1-model_v4,A0A146B5A4
AF-P0DMR9-F1-model_v4,P0DMR9
AF-C1IC46-F1-model_v4,C1IC46
AF-P17727-F1-model_v4,P17727
AF-Q71RQ0-F1-model_v4,Q71RQ0
AF-A8Y7N8-F1-model_v4,A8Y7N8
AF-A4FS04-F1-model_v4,A4FS04
AF-P0DUB0-F1-model_v4,P0DUB0
AF-J3S9D9-F1-model_v4,J3S9D9
AF-C0JB17-F1-model_v4,C0JB17
AF-Q9BPF6-F1-model_v4,Q9BPF6
AF-D1MEI7-F1-model_v4,D1MEI7
AF-P0DMA3-F1-model_v4,P0DMA3
AF-Q17254-F1-model_v4,Q17254
AF-P0C5J8-F1-model_v4,P0C5J8
AF-P0C848-F1-model_v4,P0C848
AF-P14615-F1-model_v4,P14615
AF-P48650-F1-model_v4,P48650
AF-B1P1D0-F1-model_v4,B1P1D0
AF-P60979-F1-model_v4,P60979
AF-D2Y2E1-F1-model_v4,D2Y2E1
AF-P20165-F1-model_v4,P20165
AF-A0A0C4G4L1-F1-model_v4,A0A0C4G4L1
AF-A0A125S9F0-F1-model_v4,A0A125S9F0
AF-P00616-F1-model_v4,P00616
AF-P33034-F1-model_v4,P33034
AF-Q7LZK8-F1-model_v4,Q7LZK8
AF-B6DCX6-F1-model_v4,B6DCX6
AF-A1X8D9-F1-model_v4,A1X8D9
AF-Q45Z28-F1-model_v4,Q45Z28
AF-Q2XXR2-F1-model_v4,Q2XXR2
AF-C0JAY0-F1-model_v4,C0JAY0
AF-D2Y297-F1-model_v4,D2Y297
AF-Q98UF9-F1-model_v4,Q98UF9
AF-P0C615-F1-model_v4,P0C615
AF-H6VC06-F1-model_v4,H6VC06
AF-P85860-F1-model_v4,P85860
AF-Q9W727-F1-model_v4,Q9W727
AF-V5N6J4-F1-model_v4,V5N6J4
AF-P0C5I5-F1-model_v4,P0C5I5
AF-P62520-F1-model_v4,P62520
AF-P01452-F1-model_v4,P01452
AF-C8CK74-F1-model_v4,C8CK74
AF-Q4PRC6-F1-model_v4,Q4PRC6
AF-Q8WPI3-F1-model_v4,Q8WPI3
AF-P59355-F1-model_v4,P59355
AF-B3EWT5-F1-model_v4,B3EWT5
AF-P56609-F1-model_v4,P56609
AF-Q6T269-F1-model_v4,Q6T269
AF-Q8JGT9-F1-model_v4,Q8JGT9
AF-P83346-F1-model_v4,P83346
AF-P0CI91-F1-model_v4,P0CI91
AF-D4HPD6-F1-model_v4,D4HPD6
AF-P0DQD4-F1-model_v4,P0DQD4
AF-C0K3N3-F1-model_v4,C0K3N3
AF-C0HKY9-F1-model_v4,C0HKY9
AF-P68408-F1-model_v4,P68408
AF-P0CH45-F1-model_v4,P0CH45
AF-P15147-F1-model_v4,P15147
AF-P85259-F1-model_v4,P85259
AF-Q95WX6-F1-model_v4,Q95WX6
AF-C7T1P2-F1-model_v4,C7T1P2
AF-P0DKW9-F1-model_v4,P0DKW9
AF-Q8WS88-F1-model_v4,Q8WS88
AF-T1PQV6-F1-model_v4,T1PQV6
AF-A0A218QWY8-F1-model_v4,A0A218QWY8
AF-Q4U4N3-F1-model_v4,Q4U4N3
AF-P61104-F1-model_v4,P61104
AF-P0DKM8-F1-model_v4,P0DKM8
AF-H1ZZI5-F1-model_v4,H1ZZI5
AF-P59368-F1-model_v4,P59368
AF-P0DQN2-F1-model_v4,P0DQN2
AF-B3EWW8-F1-model_v4,B3EWW8
AF-P0DP56-F1-model_v4,P0DP56
AF-P0C1U0-F1-model_v4,P0C1U0
AF-B6DD58-F1-model_v4,B6DD58
AF-P81030-F1-model_v4,P81030
AF-P0C2A1-F1-model_v4,P0C2A1
AF-A0A1X9QHL1-F1-model_v4,A0A1X9QHL1
AF-P0DQG9-F1-model_v4,P0DQG9
AF-P55966-F1-model_v4,P55966
AF-P0CH78-F1-model_v4,P0CH78
AF-P85264-F1-model_v4,P85264
AF-A7X3M9-F1-model_v4,A7X3M9
AF-P0DPY7-F1-model_v4,P0DPY7
AF-Q3BER3-F1-model_v4,Q3BER3
AF-P12028-F1-model_v4,P12028
AF-P0DKT4-F1-model_v4,P0DKT4
AF-Q719L9-F1-model_v4,Q719L9
AF-A0A0F6QDA5-F1-model_v4,A0A0F6QDA5
AF-Q6YNQ0-F1-model_v4,Q6YNQ0
AF-P56854-F1-model_v4,P56854
AF-Q6XLL8-F1-model_v4,Q6XLL8
AF-Q967F9-F1-model_v4,Q967F9
AF-P0DKN5-F1-model_v4,P0DKN5
AF-C4PWC4-F1-model_v4,C4PWC4
AF-P0CG57-F1-model_v4,P0CG57
AF-P83234-F1-model_v4,P83234
AF-C0KYC5-F1-model_v4,C0KYC5
AF-D2Y2A6-F1-model_v4,D2Y2A6
AF-Q5G8A8-F1-model_v4,Q5G8A8
AF-Q1A3Q5-F1-model_v4,Q1A3Q5
AF-Q910A1-F1-model_v4,Q910A1
AF-E5L0E4-F1-model_v4,E5L0E4
AF-P20259-F1-model_v4,P20259
AF-P0CB06-F1-model_v4,P0CB06
AF-Q9PVF1-F1-model_v4,Q9PVF1
AF-Q9PUH1-F1-model_v4,Q9PUH1
AF-C0HLF0-F1-model_v4,C0HLF0
AF-P81755-F1-model_v4,P81755
AF-P0DME4-F1-model_v4,P0DME4
AF-Q9YGI1-F1-model_v4,Q9YGI1
AF-A0A0P0BUQ6-F1-model_v4,A0A0P0BUQ6
AF-Q9BPB1-F1-model_v4,Q9BPB1
AF-C0JB50-F1-model_v4,C0JB50
AF-D9U2A5-F1-model_v4,D9U2A5
AF-Q9U8X3-F1-model_v4,Q9U8X3
AF-P0DM34-F1-model_v4,P0DM34
AF-P83905-F1-model_v4,P83905
AF-P0DTX9-F1-model_v4,P0DTX9
AF-I6R1R7-F1-model_v4,I6R1R7
AF-P0C8U5-F1-model_v4,P0C8U5
AF-B6DCV7-F1-model_v4,B6DCV7
AF-A1X8C3-F1-model_v4,A1X8C3
AF-Q6HAA2-F1-model_v4,Q6HAA2
AF-A8HDK4-F1-model_v4,A8HDK4
AF-C0H692-F1-model_v4,C0H692
AF-P0DTB8-F1-model_v4,P0DTB8
AF-Q9W7J6-F1-model_v4,Q9W7J6
AF-D2Y276-F1-model_v4,D2Y276
AF-P82807-F1-model_v4,P82807
AF-W4VRV4-F1-model_v4,W4VRV4
AF-B6DCL6-F1-model_v4,B6DCL6
AF-Q53B52-F1-model_v4,Q53B52
AF-O93422-F1-model_v4,O93422
AF-Q9BPH7-F1-model_v4,Q9BPH7
AF-P01415-F1-model_v4,P01415
AF-Q9YGC7-F1-model_v4,Q9YGC7
AF-Q5G8B5-F1-model_v4,Q5G8B5
AF-P0CY73-F1-model_v4,P0CY73
AF-Q9PUB7-F1-model_v4,Q9PUB7
AF-P0DL46-F1-model_v4,P0DL46
AF-D2Y2Q1-F1-model_v4,D2Y2Q1
AF-Q92031-F1-model_v4,Q92031
AF-P86541-F1-model_v4,P86541
AF-Q7Z0H5-F1-model_v4,Q7Z0H5
AF-P0DMF9-F1-model_v4,P0DMF9
AF-D6C4K6-F1-model_v4,D6C4K6
AF-P59864-F1-model_v4,P59864
AF-P0C832-F1-model_v4,P0C832
AF-B1P1J1-F1-model_v4,B1P1J1
AF-D9U2B8-F1-model_v4,D9U2B8
AF-H9M5U4-F1-model_v4,H9M5U4
AF-D2Y2K0-F1-model_v4,D2Y2K0
AF-P0C8E2-F1-model_v4,P0C8E2
AF-A7X4R0-F1-model_v4,A7X4R0
AF-Q5ECE3-F1-model_v4,Q5ECE3
AF-Q2I2P2-F1-model_v4,Q2I2P2
AF-P0C8V8-F1-model_v4,P0C8V8
AF-P81993-F1-model_v4,P81993
AF-Q2XXL4-F1-model_v4,Q2XXL4
AF-P28891-F1-model_v4,P28891
AF-Q9Y0X4-F1-model_v4,Q9Y0X4
AF-P0C8L9-F1-model_v4,P0C8L9
AF-W4VRU9-F1-model_v4,W4VRU9
AF-Q86QV1-F1-model_v4,Q86QV1
AF-B6DCQ2-F1-model_v4,B6DCQ2
AF-Q9BJV9-F1-model_v4,Q9BJV9
AF-P22028-F1-model_v4,P22028
AF-Q7SZN0-F1-model_v4,Q7SZN0
AF-Q7LZQ6-F1-model_v4,Q7LZQ6
AF-D2Y298-F1-model_v4,D2Y298
AF-D2Y203-F1-model_v4,D2Y203
AF-Q45Z27-F1-model_v4,Q45Z27
AF-Q9U657-F1-model_v4,Q9U657
AF-Q5Y4X2-F1-model_v4,Q5Y4X2
AF-B6DCK3-F1-model_v4,B6DCK3
AF-P82426-F1-model_v4,P82426
AF-B6DCX9-F1-model_v4,B6DCX9
AF-A1X8D6-F1-model_v4,A1X8D6
AF-Q4PRC9-F1-model_v4,Q4PRC9
AF-P00990-F1-model_v4,P00990
AF-P00624-F1-model_v4,P00624
AF-Q6SLM0-F1-model_v4,Q6SLM0
AF-A0A125S9E2-F1-model_v4,A0A125S9E2
AF-P13495-F1-model_v4,P13495
AF-P0DUH9-F1-model_v4,P0DUH9
AF-P07496-F1-model_v4,P07496
AF-D2Y2F3-F1-model_v4,D2Y2F3
AF-B1P1G2-F1-model_v4,B1P1G2
AF-Q9YGN4-F1-model_v4,Q9YGN4
AF-Q801Z4-F1-model_v4,Q801Z4
AF-Q9BPE4-F1-model_v4,Q9BPE4
AF-C0JB25-F1-model_v4,C0JB25
AF-Q9W728-F1-model_v4,Q9W728
AF-P0DUA2-F1-model_v4,P0DUA2
AF-Q71RR2-F1-model_v4,Q71RR2
AF-Q9PT40-F1-model_v4,Q9PT40
AF-Q7Z090-F1-model_v4,Q7Z090
AF-O93518-F1-model_v4,O93518
AF-B1B5J0-F1-model_v4,B1B5J0
AF-P83519-F1-model_v4,P83519
AF-Q9DEA1-F1-model_v4,Q9DEA1
AF-Q0N4U6-F1-model_v4,Q0N4U6
AF-P0C8B7-F1-model_v4,P0C8B7
AF-Q98961-F1-model_v4,Q98961
AF-C0JAZ2-F1-model_v4,C0JAZ2
AF-Q8UUH7-F1-model_v4,Q8UUH7
AF-Q2XXQ0-F1-model_v4,Q2XXQ0
AF-A0A384E0Y8-F1-model_v4,A0A384E0Y8
AF-Q9BP92-F1-model_v4,Q9BP92
AF-P0C8X6-F1-model_v4,P0C8X6
AF-P0DN07-F1-model_v4,P0DN07
AF-P0C908-F1-model_v4,P0C908
AF-P00619-F1-model_v4,P00619
AF-Q9YGW8-F1-model_v4,Q9YGW8
AF-P0DL33-F1-model_v4,P0DL33
AF-C6ZJQ2-F1-model_v4,C6ZJQ2
AF-P86534-F1-model_v4,P86534
AF-P60976-F1-model_v4,P60976
AF-P23323-F1-model_v4,P23323
AF-C0JB83-F1-model_v4,C0JB83
AF-B5AR80-F1-model_v4,B5AR80
AF-P01460-F1-model_v4,P01460
AF-P58913-F1-model_v4,P58913
AF-A0A3G2FQK2-F1-model_v4,A0A3G2FQK2
AF-C0HLK3-F1-model_v4,C0HLK3
AF-P0C847-F1-model_v4,P0C847
AF-D6C4L3-F1-model_v4,D6C4L3
AF-C0HLB8-F1-model_v4,C0HLB8
AF-D2Y2L5-F1-model_v4,D2Y2L5
AF-D1MEI8-F1-model_v4,D1MEI8
AF-C0JB18-F1-model_v4,C0JB18
AF-Q9BPF9-F1-model_v4,Q9BPF9
AF-A8Y7N7-F1-model_v4,A8Y7N7
AF-P0DUQ5-F1-model_v4,P0DUQ5
AF-L0GCW8-F1-model_v4,L0GCW8
AF-Q7LZ71-F1-model_v4,Q7LZ71
AF-Q9IAY3-F1-model_v4,Q9IAY3
AF-C1IC49-F1-model_v4,C1IC49
AF-P17728-F1-model_v4,P17728
AF-P0DJ82-F1-model_v4,P0DJ82
AF-Q3SAE8-F1-model_v4,Q3SAE8
AF-P45662-F1-model_v4,P45662
AF-Q9PSN3-F1-model_v4,Q9PSN3
AF-C0HJI9-F1-model_v4,C0HJI9
AF-E0Y420-F1-model_v4,E0Y420
AF-P0DPT4-F1-model_v4,P0DPT4
AF-Q0GY44-F1-model_v4,Q0GY44
AF-A7X3S0-F1-model_v4,A7X3S0
AF-P60308-F1-model_v4,P60308
AF-Q5D233-F1-model_v4,Q5D233
AF-B6DD10-F1-model_v4,B6DD10
AF-P81398-F1-model_v4,P81398
AF-P18511-F1-model_v4,P18511
AF-P0CJ04-F1-model_v4,P0CJ04
AF-P0DQC1-F1-model_v4,P0DQC1
AF-P85018-F1-model_v4,P85018
AF-P49343-F1-model_v4,P49343
AF-C9X4K1-F1-model_v4,C9X4K1
AF-A0A3G1VU78-F1-model_v4,A0A3G1VU78
AF-P0C1X3-F1-model_v4,P0C1X3
AF-P36988-F1-model_v4,P36988
AF-Q2EI26-F1-model_v4,Q2EI26
AF-P25684-F1-model_v4,P25684
AF-A7X3Y6-F1-model_v4,A7X3Y6
AF-Q3SAF5-F1-model_v4,Q3SAF5
AF-P30785-F1-model_v4,P30785
AF-P30831-F1-model_v4,P30831
AF-P0DSJ3-F1-model_v4,P0DSJ3
AF-P0DPW9-F1-model_v4,P0DPW9
AF-A0A0B5AC90-F1-model_v4,A0A0B5AC90
AF-Q1ELU8-F1-model_v4,Q1ELU8
AF-P0CI42-F1-model_v4,P0CI42
AF-B0KZ79-F1-model_v4,B0KZ79
AF-Q9PRI1-F1-model_v4,Q9PRI1
AF-P61098-F1-model_v4,P61098
AF-P69496-F1-model_v4,P69496
AF-P56641-F1-model_v4,P56641
AF-C3VVN6-F1-model_v4,C3VVN6
AF-B0VXW0-F1-model_v4,B0VXW0
AF-Q3HTN1-F1-model_v4,Q3HTN1
AF-P59066-F1-model_v4,P59066
AF-Q8IS41-F1-model_v4,Q8IS41
AF-P0C2F4-F1-model_v4,P0C2F4
AF-D9U2B7-F1-model_v4,D9U2B7
AF-C0JB62-F1-model_v4,C0JB62
AF-Q9BPA3-F1-model_v4,Q9BPA3
AF-P60623-F1-model_v4,P60623
AF-P01481-F1-model_v4,P01481
AF-Q8MMH4-F1-model_v4,Q8MMH4
AF-P0DMF6-F1-model_v4,P0DMF6
AF-Q05109-F1-model_v4,Q05109
AF-D6C4K9-F1-model_v4,D6C4K9
AF-Q9PVE3-F1-model_v4,Q9PVE3
AF-A0A6B7FA07-F1-model_v4,A0A6B7FA07
AF-Q7Z0A1-F1-model_v4,Q7Z0A1
AF-P0DL49-F1-model_v4,P0DL49
AF-C0HLL9-F1-model_v4,C0HLL9
AF-D2Y2B4-F1-model_v4,D2Y2B4
AF-Q9BPH8-F1-model_v4,Q9BPH8
AF-W4VRU6-F1-model_v4,W4VRU6
AF-C0JAT3-F1-model_v4,C0JAT3
AF-D2Y244-F1-model_v4,D2Y244
AF-P0CAQ5-F1-model_v4,P0CAQ5
AF-Q9PWR6-F1-model_v4,Q9PWR6
AF-B6DCU5-F1-model_v4,B6DCU5
AF-P0C8V7-F1-model_v4,P0C8V7
AF-P83563-F1-model_v4,P83563
AF-Q9BP73-F1-model_v4,Q9BP73
AF-P86401-F1-model_v4,P86401
AF-D5KXH6-F1-model_v4,D5KXH6
AF-A9YME1-F1-model_v4,A9YME1
AF-D2Y2H2-F1-model_v4,D2Y2H2
AF-B1P1I3-F1-model_v4,B1P1I3
AF-A1XXJ9-F1-model_v4,A1XXJ9
AF-C3TS06-F1-model_v4,C3TS06
AF-A0A2I6EDN2-F1-model_v4,A0A2I6EDN2
AF-A6MGY1-F1-model_v4,A6MGY1
AF-P20256-F1-model_v4,P20256
AF-P0CB09-F1-model_v4,P0CB09
AF-A0A7S8MVN3-F1-model_v4,A0A7S8MVN3
AF-C1J5M5-F1-model_v4,C1J5M5
AF-D2Y2R3-F1-model_v4,D2Y2R3
AF-I6S390-F1-model_v4,I6S390
AF-P0DL74-F1-model_v4,P0DL74
AF-P67863-F1-model_v4,P67863
AF-P01427-F1-model_v4,P01427
AF-A0A059UI21-F1-model_v4,A0A059UI21
AF-A8Y7P1-F1-model_v4,A8Y7P1
AF-D2Y2A9-F1-model_v4,D2Y2A9
AF-P84777-F1-model_v4,P84777
AF-B6DCL9-F1-model_v4,B6DCL9
AF-Q9W7J9-F1-model_v4,Q9W7J9
AF-D2Y279-F1-model_v4,D2Y279
AF-Q8UVX1-F1-model_v4,Q8UVX1
AF-P0CAR8-F1-model_v4,P0CAR8
AF-Q6PN83-F1-model_v4,Q6PN83
AF-B6DCV8-F1-model_v4,B6DCV8
AF-P26349-F1-model_v4,P26349
AF-P0DTX6-F1-model_v4,P0DTX6
AF-Q5Y4V3-F1-model_v4,Q5Y4V3
AF-Q8T0W3-F1-model_v4,Q8T0W3
AF-P0DQG6-F1-model_v4,P0DQG6
AF-P0DJJ5-F1-model_v4,P0DJJ5
AF-Q9PRG0-F1-model_v4,Q9PRG0
AF-B6DD57-F1-model_v4,B6DD57
AF-Q1I164-F1-model_v4,Q1I164
AF-Q3SB04-F1-model_v4,Q3SB04
AF-B3EWW7-F1-model_v4,B3EWW7
AF-P0DJP4-F1-model_v4,P0DJP4
AF-P0C1F5-F1-model_v4,P0C1F5
AF-P59367-F1-model_v4,P59367
AF-P0DSM9-F1-model_v4,P0DSM9
AF-A7RNZ0-F1-model_v4,A7RNZ0
AF-Q6XLL7-F1-model_v4,Q6XLL7
AF-A0A1R3S3A8-F1-model_v4,A0A1R3S3A8
AF-A6YR42-F1-model_v4,A6YR42
AF-P0DPJ2-F1-model_v4,P0DPJ2
AF-D2YVI2-F1-model_v4,D2YVI2
AF-P84012-F1-model_v4,P84012
AF-I6S7G5-F1-model_v4,I6S7G5
AF-Q8AY55-F1-model_v4,Q8AY55
AF-Q3BK16-F1-model_v4,Q3BK16
AF-W5U5X5-F1-model_v4,W5U5X5
AF-P0CH77-F1-model_v4,P0CH77
AF-P0DPY8-F1-model_v4,P0DPY8
AF-A7RMN1-F1-model_v4,A7RMN1
AF-C0HKY6-F1-model_v4,C0HKY6
AF-P85062-F1-model_v4,P85062
AF-Q8JGT6-F1-model_v4,Q8JGT6
AF-G1AS80-F1-model_v4,G1AS80
AF-P21858-F1-model_v4,P21858
AF-E7FL13-F1-model_v4,E7FL13
AF-P0CI05-F1-model_v4,P0CI05
AF-A0F0C2-F1-model_v4,A0F0C2
AF-P0DKM7-F1-model_v4,P0DKM7
AF-A0A088BP94-F1-model_v4,A0A088BP94
AF-Q3YEH7-F1-model_v4,Q3YEH7
AF-P81236-F1-model_v4,P81236
AF-P0DJ63-F1-model_v4,P0DJ63
AF-F2XFS9-F1-model_v4,F2XFS9
